emp_no,first_name,last_name,birth_date,from_date,to_date,title
259090,Shaowei,Halevi,1964-12-02,1997-02-07,9999-01-01,Engineer
259092,Valdiodio,Ranze,1964-01-14,1995-07-26,9999-01-01,Engineer
259099,Parto,Pluym,1964-08-07,1992-02-05,9999-01-01,Senior Staff
259148,Qunsheng,Whitcomb,1964-10-26,1996-06-19,9999-01-01,Senior Staff
259163,Hiroyasu,Verhaegen,1964-08-16,1992-02-01,2000-04-27,Engineer
259199,Adamantios,Bala,1964-06-18,1999-02-01,1999-02-22,Engineer
259201,Boalin,Remmele,1964-07-16,1989-04-02,9999-01-01,Senior Staff
259218,Narain,Rettelbach,1964-01-03,1988-07-20,2001-05-03,Senior Staff
259221,Siamak,Gils,1964-05-08,1993-01-07,9999-01-01,Engineer
259228,Sastry,Mikschl,1964-07-26,1991-04-13,9999-01-01,Senior Staff
259258,Kersti,Denos,1964-07-28,1990-12-22,1993-05-13,Engineer
259274,Cordelia,Speer,1964-08-15,1996-10-24,9999-01-01,Senior Staff
259281,Abdelghani,Shokrollahi,1964-05-18,1988-05-12,1988-11-26,Senior Engineer
259282,Aran,Fordan,1964-05-05,1990-04-27,9999-01-01,Engineer
259284,Mori,Shumilov,1964-01-13,1985-09-18,9999-01-01,Engineer
259287,Ziyad,Boudaillier,1964-11-24,1989-11-13,9999-01-01,Engineer
259290,Randi,Cochrane,1964-08-03,1990-08-22,9999-01-01,Engineer
259305,Aron,Melichar,1964-11-20,1991-11-15,9999-01-01,Senior Staff
259321,Arlette,Kusakari,1964-11-04,1998-11-08,9999-01-01,Senior Staff
259340,Dung,Bahr,1964-02-26,1985-09-12,9999-01-01,Senior Engineer
259352,Dulce,Rande,1964-09-09,2001-01-31,2002-06-13,Engineer
259357,Bernardo,Kaelbling,1964-01-05,1991-08-01,9999-01-01,Engineer
259375,Zhenbing,Parfitt,1964-06-22,1989-08-22,1994-04-07,Engineer
259395,Ingemar,Burnard,1964-04-07,1998-10-13,9999-01-01,Engineer
259417,Boutros,Nyrup,1964-02-27,1991-11-30,9999-01-01,Technique Leader
259418,Yannik,Morrey,1964-02-18,1987-11-01,1991-01-20,Engineer
259423,Jaques,Verhoeff,1964-07-04,1988-06-23,1997-07-18,Technique Leader
259432,Hilary,Frijda,1964-08-06,1991-07-19,1996-07-24,Staff
259511,Patricia,Keirsey,1964-12-28,1995-08-31,9999-01-01,Engineer
259534,Navid,Rattan,1964-12-11,1988-01-01,9999-01-01,Senior Staff
259539,Steve,Isaac,1964-12-30,1992-06-09,9999-01-01,Senior Staff
259546,Barun,Luce,1964-03-16,1997-11-22,9999-01-01,Engineer
259561,Weidon,Chenoweth,1964-09-17,1990-08-28,9999-01-01,Senior Staff
259570,Kotesh,Vieri,1964-12-01,1990-11-19,9999-01-01,Senior Staff
259582,Yuichiro,Bugrara,1964-03-21,1996-09-17,9999-01-01,Staff
259589,Oddvar,Pelc,1964-12-13,1985-03-23,9999-01-01,Senior Staff
259591,Oddvar,Shinomoto,1964-10-01,1987-11-24,9999-01-01,Senior Staff
259600,Saddek,Marrevee,1964-08-17,1988-01-25,9999-01-01,Senior Staff
259604,Rafael,Renear,1964-01-23,1993-12-24,9999-01-01,Engineer
259618,Sibyl,Pelz,1964-11-29,1992-02-16,9999-01-01,Senior Staff
259626,Weiyi,Ossenbruggen,1964-12-01,1995-07-10,9999-01-01,Senior Staff
259643,Gennadi,Rande,1964-05-24,1991-08-06,9999-01-01,Senior Engineer
259645,Heeju,Feinberg,1964-11-26,1993-03-21,9999-01-01,Senior Staff
259646,Toshimo,Milicia,1964-01-24,1998-10-09,9999-01-01,Engineer
259705,Marie,Khalid,1964-03-25,1994-09-10,9999-01-01,Engineer
259709,Yannik,Randi,1964-07-16,1989-03-26,9999-01-01,Engineer
259719,Charlene,Atchley,1964-10-16,1997-07-10,2000-04-20,Engineer
259724,Yannis,Massonet,1964-11-12,1999-05-03,2001-12-11,Staff
259743,Freyja,Horswill,1964-11-04,1999-10-24,1999-11-09,Staff
259773,Duri,Munro,1964-03-13,1986-03-05,9999-01-01,Senior Staff
259778,Urs,Wossner,1964-07-12,1995-10-29,2002-04-16,Engineer
259790,Kensei,Wossner,1964-10-28,1993-09-29,9999-01-01,Technique Leader
259802,Aemilian,Penn,1964-11-19,1987-06-22,9999-01-01,Senior Staff
259830,Holgard,Nations,1964-02-28,1986-01-02,9999-01-01,Engineer
259832,Jeane,Vieth,1964-11-29,1996-12-10,9999-01-01,Engineer
259851,Goetz,Gill,1964-10-25,1995-05-10,1996-03-29,Senior Staff
259855,Gaetan,Harnett,1964-06-24,1992-09-11,9999-01-01,Senior Staff
259861,Diederik,Meriste,1964-03-15,1992-04-12,9999-01-01,Senior Staff
259862,Foong,Templeman,1964-12-04,1985-02-14,9999-01-01,Senior Staff
259865,Leif,Glinert,1964-11-23,1989-06-16,9999-01-01,Senior Staff
259910,Jordanka,Schapire,1964-02-27,1985-05-01,1992-01-10,Engineer
259934,Hsiangchu,Heystek,1964-04-09,1993-02-08,9999-01-01,Engineer
259939,Kauko,Borovoy,1964-01-04,1994-12-02,9999-01-01,Staff
259975,Kasturi,Beerel,1964-07-20,1997-07-22,9999-01-01,Staff
259996,George,Peres,1964-02-10,1998-05-30,9999-01-01,Engineer
260006,Lansing,Nitto,1964-07-16,1989-09-07,9999-01-01,Senior Staff
260022,Shaowei,Schmezko,1964-10-30,1994-12-31,9999-01-01,Senior Staff
260024,Subbu,Zaiane,1964-03-21,1989-09-09,9999-01-01,Engineer
260025,Mahmut,Giveon,1964-06-26,1997-09-19,9999-01-01,Staff
260030,Paloma,Ulupinar,1964-11-17,1986-06-30,9999-01-01,Senior Staff
260045,Hercules,Kalsbeek,1964-08-04,1997-01-30,9999-01-01,Senior Staff
260048,Magdalena,Ambroszkiewicz,1964-08-26,1987-01-10,9999-01-01,Senior Staff
260054,Tomoyuki,Akaboshi,1964-03-11,1998-09-20,9999-01-01,Senior Staff
260057,Lorien,Cromarty,1964-03-28,1998-09-24,1999-02-12,Engineer
260060,Lech,Leivant,1964-05-29,1992-06-05,9999-01-01,Senior Staff
260061,Sakthirel,Ariola,1964-01-07,1995-12-11,1997-12-10,Engineer
260075,Herb,Choobineh,1964-02-16,1993-06-01,9999-01-01,Engineer
260094,Shaleah,Simkin,1964-03-17,1992-10-07,1996-03-28,Staff
260095,Shai,Rusmann,1964-05-31,1995-03-31,9999-01-01,Technique Leader
260102,Vincent,Matzov,1964-02-03,1996-03-18,1999-03-31,Engineer
260135,Stella,Luga,1964-10-07,1993-02-06,2002-01-19,Assistant Engineer
260142,Ewing,Pietracaprina,1964-07-11,1996-06-18,2000-03-01,Staff
260146,Hugh,Baezner,1964-02-13,1991-10-24,1998-03-10,Staff
260165,Kamran,Waschkowski,1964-05-11,1990-10-09,9999-01-01,Engineer
260172,Remco,Chimia,1964-04-20,1985-03-19,9999-01-01,Engineer
260178,Nitsan,Schlenzig,1964-01-27,1996-04-29,2002-02-02,Senior Engineer
260218,Lene,Auyong,1964-05-27,1988-05-05,1992-06-14,Staff
260224,Yannis,Fontet,1964-09-21,1993-07-16,9999-01-01,Senior Staff
260237,Debaprosad,Oaver,1964-08-17,1999-07-16,9999-01-01,Engineer
260245,Yannis,Pepe,1964-09-17,1986-12-05,9999-01-01,Senior Staff
260261,Shounak,Shokrollahi,1964-12-13,1987-01-28,2000-07-30,Senior Staff
260275,Luigi,Back,1964-09-07,1994-10-06,9999-01-01,Engineer
260279,Peer,Penn,1964-11-06,2001-01-15,2002-01-22,Assistant Engineer
260309,Aral,Bratten,1964-08-07,1999-10-06,9999-01-01,Staff
260315,Unal,Skrikant,1964-06-10,2002-06-06,9999-01-01,Senior Staff
260319,Jaber,Ashish,1964-06-22,1998-08-22,9999-01-01,Engineer
260324,Salvador,Aamodt,1964-04-01,1998-09-17,1998-11-11,Staff
260326,Henk,Iisaku,1964-01-25,1985-02-09,9999-01-01,Senior Engineer
260335,Palash,Denis,1964-11-28,1987-04-15,9999-01-01,Senior Staff
260337,Filipp,Teitelbaum,1964-08-16,1985-07-08,9999-01-01,Senior Engineer
260351,Nadjib,Angelopoulos,1964-01-23,1996-12-08,9999-01-01,Senior Staff
260358,Kolar,Junet,1964-05-08,1985-04-28,1993-08-21,Staff
260365,Macha,Stassinopoulos,1964-01-05,1991-06-24,2001-04-22,Senior Staff
260444,Supot,Ramras,1964-09-11,1996-10-01,9999-01-01,Engineer
260459,Zhaofang,Shanbhogue,1964-02-01,1985-05-06,9999-01-01,Senior Staff
260462,Giri,Braunmuhl,1964-06-21,1992-06-27,9999-01-01,Engineer
260465,Steen,Vernadat,1964-05-27,1985-04-21,9999-01-01,Engineer
260476,Quingbo,Zirintsis,1964-10-21,1997-06-10,1998-12-14,Staff
260493,Boalin,Schaaf,1964-09-23,1986-06-07,9999-01-01,Senior Staff
260495,Divine,Azadmanesh,1964-08-28,1990-12-15,9999-01-01,Assistant Engineer
260509,Sreekrishna,Michaeli,1964-08-24,1990-03-13,9999-01-01,Senior Staff
260515,Sachar,Karunanithi,1964-10-22,1989-08-22,9999-01-01,Senior Staff
260617,Yuuichi,Brodal,1964-11-27,1988-04-09,1997-12-15,Senior Staff
260623,Arlette,Swiler,1964-11-16,1991-05-28,9999-01-01,Engineer
260659,Georg,Ullian,1964-05-07,1989-03-26,9999-01-01,Senior Staff
260661,Juyoung,Sluis,1964-05-08,1994-05-23,9999-01-01,Technique Leader
260677,Subir,Pietracaprina,1964-01-14,1988-06-18,9999-01-01,Engineer
260686,Ashish,Poujol,1964-06-04,1998-12-31,2001-03-18,Staff
260691,Christophe,Henders,1964-02-11,1993-03-18,2002-07-15,Technique Leader
260695,Hilari,Lichtman,1964-08-31,1990-12-30,1993-07-28,Staff
260698,Shietung,Morrin,1964-02-12,1993-05-23,9999-01-01,Senior Staff
260738,Val,Sudkamp,1964-12-21,2000-11-22,9999-01-01,Engineer
260740,Rafail,Narahara,1964-10-04,1996-03-29,9999-01-01,Engineer
260757,Heon,Lunn,1964-03-19,1998-09-05,9999-01-01,Senior Staff
260768,Elvia,Valiente,1964-04-21,1989-09-18,9999-01-01,Senior Engineer
260773,Leif,Talmon,1964-08-23,1993-01-27,2002-04-20,Senior Staff
260799,Arup,Dulay,1964-09-11,1999-02-05,9999-01-01,Engineer
260803,Luisa,Braunschweig,1964-09-10,1985-03-03,9999-01-01,Senior Staff
260819,Fay,Szemeredi,1964-06-10,1987-02-15,9999-01-01,Senior Staff
260820,Shaw,Juneja,1964-04-01,1985-06-24,9999-01-01,Senior Staff
260829,Harngdar,Brandsma,1964-04-22,1999-08-30,9999-01-01,Engineer
260830,Shridhar,Herber,1964-12-25,1993-10-26,9999-01-01,Senior Staff
260832,Shigeu,Langford,1964-10-21,1986-12-19,9999-01-01,Senior Staff
260846,Bernt,Highland,1964-09-25,1990-02-15,9999-01-01,Senior Engineer
260859,Stamatina,Gien,1964-05-27,1988-01-29,9999-01-01,Assistant Engineer
260890,Amstein,Shinomoto,1964-06-14,1993-11-22,9999-01-01,Senior Staff
260901,Narain,Mukaidono,1964-04-28,1996-02-11,9999-01-01,Senior Staff
260932,Ranga,Gronowski,1964-11-10,1991-05-02,9999-01-01,Assistant Engineer
260937,Chinho,Feinberg,1964-11-26,1997-09-12,9999-01-01,Assistant Engineer
260953,Doowon,Mukaidono,1964-11-05,1990-10-09,9999-01-01,Engineer
260956,Shuky,Picht,1964-12-13,2002-06-04,9999-01-01,Staff
260967,Kenton,Ramras,1964-10-20,1998-07-28,2000-05-09,Staff
260988,Geoffrey,Ushiama,1964-01-23,1985-02-27,9999-01-01,Engineer
261002,Karlis,Perelgut,1964-10-13,1993-05-16,9999-01-01,Senior Engineer
261041,Willard,Panienski,1964-02-03,1985-04-08,9999-01-01,Engineer
261043,Annemarie,Bresenham,1964-10-31,1985-03-10,9999-01-01,Assistant Engineer
261055,Barna,Hofmeyr,1964-11-14,1990-11-02,9999-01-01,Engineer
261061,Kasturi,Aloisi,1964-11-11,1994-08-29,9999-01-01,Senior Staff
261063,Irena,Schoegge,1964-08-02,1986-10-20,9999-01-01,Senior Staff
261077,Lijia,Hebert,1964-03-15,1989-10-25,1992-09-02,Senior Staff
261079,Fumitake,Nanard,1964-10-28,1985-02-16,9999-01-01,Technique Leader
261082,Brigham,Oskamp,1964-08-04,1999-02-13,2001-01-30,Staff
261083,Ohad,Imataki,1964-07-22,1999-02-10,9999-01-01,Staff
261089,Guttorm,Matzel,1964-05-23,1997-12-08,9999-01-01,Senior Engineer
261105,Shin,Ginneken,1964-08-24,2002-03-08,9999-01-01,Senior Staff
261106,Nobuyoshi,Dayang,1964-12-09,1992-12-29,9999-01-01,Senior Engineer
261111,Billie,Makinen,1964-05-25,1994-11-17,9999-01-01,Senior Staff
261121,Takahito,Lodder,1964-10-15,1994-08-18,1995-04-11,Engineer
261137,Vesna,Hambrick,1964-05-06,1990-07-12,9999-01-01,Senior Staff
261145,Srinidhi,Gadepally,1964-11-17,1991-10-07,9999-01-01,Senior Staff
261156,Yolla,Breugel,1964-06-25,1992-09-17,9999-01-01,Engineer
261175,Nidapan,Coorg,1964-10-17,1988-10-12,9999-01-01,Senior Staff
261228,Tomokazu,Claffy,1964-08-16,1999-05-09,2002-04-02,Engineer
261288,Jiong,Fujisawa,1964-09-28,1989-02-24,9999-01-01,Engineer
261296,Pranjal,Stentiford,1964-07-09,1996-01-12,9999-01-01,Engineer
261301,Khun,Assaf,1964-06-19,1995-12-05,1997-03-22,Engineer
261305,Khun,Nitsch,1964-06-22,1999-03-16,9999-01-01,Senior Staff
261332,Wanqing,Rande,1964-03-13,1999-10-01,9999-01-01,Engineer
261341,Yuchang,Pocchiola,1964-12-06,1987-12-16,9999-01-01,Senior Staff
261344,Mandell,Porotnikoff,1964-09-26,1998-12-09,9999-01-01,Engineer
261345,Bowen,Meriste,1964-09-26,1995-10-03,9999-01-01,Technique Leader
261415,Fay,Bruckman,1964-06-08,1993-07-24,2000-10-24,Senior Staff
261418,Jaber,Prochazka,1964-09-19,1996-05-01,9999-01-01,Technique Leader
261428,Stabislas,Moehrke,1964-01-09,1990-07-04,1991-12-16,Engineer
261461,Yannis,Marchesini,1964-06-19,1997-11-22,2000-12-25,Staff
261462,Genevieve,Perez,1964-03-12,1996-12-10,9999-01-01,Senior Staff
261473,Seshu,Szilard,1964-05-21,1995-07-12,9999-01-01,Engineer
261478,Bingning,Bahk,1964-03-28,1988-07-14,9999-01-01,Senior Staff
261491,Jessie,Oehlmann,1964-02-03,1996-10-26,9999-01-01,Engineer
261497,Charmane,Luga,1964-01-18,1988-01-13,9999-01-01,Engineer
261521,Kayoko,Baezner,1964-05-01,1988-03-10,2000-05-08,Engineer
261529,Yunming,Naudin,1964-04-04,1989-06-30,9999-01-01,Senior Staff
261559,Wuxu,Nannarelli,1964-11-12,1990-02-25,1995-01-31,Senior Staff
261583,Vidya,Kinley,1964-10-11,1985-07-13,9999-01-01,Technique Leader
261622,Tse,Valtorta,1964-03-30,1988-08-27,9999-01-01,Senior Staff
261629,Radhika,Basart,1964-04-06,1999-02-17,9999-01-01,Assistant Engineer
261634,Torsten,Naumovich,1964-03-25,1999-12-24,2001-07-23,Staff
261646,Gennady,Roison,1964-01-14,1994-06-26,9999-01-01,Engineer
261649,Valeska,Huttel,1964-08-16,1991-07-21,9999-01-01,Engineer
261659,Gennady,Perl,1964-09-18,1993-03-13,9999-01-01,Senior Staff
261660,Youpyo,Axelband,1964-03-16,1993-11-07,2001-11-17,Senior Staff
261688,Xiadong,Schmittgen,1964-01-30,1996-11-23,9999-01-01,Engineer
261689,Ghassan,Plesums,1964-11-02,1989-11-09,1992-03-14,Engineer
261703,Shai,Hettesheimer,1964-02-13,1999-05-14,9999-01-01,Senior Engineer
261727,Yefim,Hanabata,1964-08-24,1989-06-15,9999-01-01,Senior Staff
261731,Bader,Eiron,1964-07-13,1988-11-18,9999-01-01,Engineer
261763,Oldrich,Luan,1964-05-03,1990-08-17,9999-01-01,Engineer
261797,Tiina,Hoppenstand,1964-10-05,1994-08-24,9999-01-01,Engineer
261809,Geoff,Halevi,1964-07-27,1989-10-25,9999-01-01,Senior Staff
261810,Roded,Hanabata,1964-03-08,1985-12-01,1988-02-03,Senior Staff
261835,Serge,Penttonen,1964-01-04,1999-08-24,9999-01-01,Staff
261855,Ewing,Coullard,1964-06-15,1998-06-23,9999-01-01,Engineer
261863,Vincent,Vadhan,1964-03-10,1997-10-11,9999-01-01,Staff
261880,Jaber,Neiman,1964-07-21,1993-06-26,9999-01-01,Engineer
261889,Arno,Falby,1964-05-12,1989-08-11,9999-01-01,Engineer
261910,Sukumar,Kaltofen,1964-03-03,1990-05-08,9999-01-01,Engineer
261917,Kiyomitsu,Khalid,1964-11-22,1991-06-28,9999-01-01,Engineer
261945,Miomir,Kropp,1964-08-27,1995-03-29,1997-05-13,Staff
261947,Goa,Picaronny,1964-12-13,1988-09-22,9999-01-01,Senior Engineer
261948,Masaru,Bonifati,1964-10-08,1994-03-24,9999-01-01,Senior Staff
261956,Przemyslawa,Kroha,1964-02-09,1996-09-11,9999-01-01,Senior Engineer
261973,Shigenori,Albarhamtoshy,1964-09-03,1998-05-01,9999-01-01,Staff
261988,Sakthirel,Jervis,1964-07-31,1998-05-31,9999-01-01,Engineer
261995,Aksel,Stenning,1964-12-23,1996-10-15,2001-12-19,Engineer
261999,Guoxiang,Werthner,1964-11-30,1991-12-23,9999-01-01,Senior Staff
262017,Genevieve,Demizu,1964-06-22,1986-04-12,9999-01-01,Engineer
262062,Kamran,Rehfuss,1964-02-15,1988-11-10,9999-01-01,Senior Staff
262083,Koichi,Falco,1964-02-24,1993-04-02,9999-01-01,Senior Staff
262085,Pohua,Oberman,1964-06-16,2002-02-05,9999-01-01,Senior Staff
262094,Kankanahalli,Schwabacher,1964-08-25,1991-11-21,9999-01-01,Engineer
262103,Goncalo,Kohling,1964-12-04,1988-06-06,1990-08-18,Senior Staff
262121,Rafael,Schahn,1964-05-31,1987-09-02,1987-10-09,Engineer
262130,Wuxu,Dengi,1964-02-27,1995-08-02,9999-01-01,Engineer
262136,Eberhardt,Feldmann,1964-01-10,1993-06-27,9999-01-01,Senior Engineer
262138,Danny,Nicolson,1964-03-05,1988-09-06,9999-01-01,Senior Staff
262140,Fan,Szemeredi,1964-01-27,1998-09-30,9999-01-01,Staff
262169,Chiranjit,Trumbly,1964-11-14,1997-12-22,9999-01-01,Engineer
262249,LiMin,Silva,1964-06-14,1988-11-24,9999-01-01,Senior Staff
262261,Aloys,Barbanera,1964-10-26,1998-12-02,1999-07-21,Staff
262266,Duke,Pagter,1964-08-29,1994-01-01,9999-01-01,Senior Staff
262277,Sadun,Fiutem,1964-11-13,1989-08-18,1997-10-12,Senior Engineer
262300,Kenton,Bressoud,1964-01-26,1992-09-23,9999-01-01,Technique Leader
262329,Randi,Kaelbling,1964-04-09,2001-11-21,9999-01-01,Senior Staff
262335,Sachin,Fiutem,1964-12-13,1999-09-15,9999-01-01,Staff
262355,Martien,Matzov,1964-04-09,1990-07-14,9999-01-01,Engineer
262367,Garnik,Terwilliger,1964-04-18,1996-02-26,9999-01-01,Engineer
262386,Leszek,Schwabacher,1964-01-12,1989-10-06,9999-01-01,Engineer
262402,Perry,Kawashima,1964-10-15,1992-02-27,1997-01-16,Senior Staff
262409,Boriana,Kuzuoka,1964-12-01,1996-12-05,9999-01-01,Engineer
262418,Piyawadee,Pietrzykowski,1964-05-12,1985-12-03,9999-01-01,Senior Staff
262421,Edwin,Chinen,1964-07-16,1991-08-20,2000-07-06,Senior Engineer
262425,Josyula,McClure,1964-12-17,1996-02-10,9999-01-01,Senior Staff
262431,Sigeru,Uludag,1964-07-16,1993-08-08,9999-01-01,Technique Leader
262445,Guoxiang,Desikan,1964-07-11,1997-10-24,9999-01-01,Staff
262446,Haldon,Perfilyeva,1964-11-23,1991-08-16,9999-01-01,Senior Staff
262456,Xiaobin,Stifter,1964-03-25,1987-05-03,9999-01-01,Senior Staff
262465,Kamran,Nyanchama,1964-07-19,1988-07-04,9999-01-01,Senior Staff
262472,Hugh,Gips,1964-07-16,2000-12-03,9999-01-01,Staff
262487,Marsal,Piazza,1964-05-15,1992-08-28,9999-01-01,Engineer
262491,Luerbio,Mahmud,1964-01-14,1999-03-28,9999-01-01,Senior Engineer
262494,Suzette,Muhling,1964-10-13,1998-02-02,1998-09-20,Staff
262504,Make,Stasinski,1964-01-19,1999-09-17,9999-01-01,Staff
262529,Fai,Ducloy,1964-11-16,1991-03-30,1997-10-06,Engineer
262540,True,Bisiani,1964-12-20,2002-03-31,9999-01-01,Technique Leader
262541,Roddy,Peltason,1964-09-05,1991-01-25,9999-01-01,Senior Staff
262555,Akeel,Gist,1964-12-22,1990-02-24,9999-01-01,Senior Staff
262569,Xiahua,Rande,1964-11-29,1997-07-10,9999-01-01,Senior Engineer
262577,Kshitij,Shimshoni,1964-08-23,1992-07-27,9999-01-01,Senior Staff
262584,Lenore,Lunn,1964-05-01,1998-11-12,9999-01-01,Senior Engineer
262594,Owen,Boudaillier,1964-03-28,1989-09-30,1997-03-20,Senior Staff
262605,Apostol,Douceur,1964-05-09,1985-11-10,9999-01-01,Engineer
262606,Chinhyun,DiGiano,1964-06-12,1989-08-05,9999-01-01,Senior Staff
262613,Gennadi,Pouyioutas,1964-03-26,1997-03-07,9999-01-01,Engineer
262616,Eckart,Vesna,1964-02-28,1997-11-26,9999-01-01,Engineer
262629,Dayanand,Skrikant,1964-01-30,1993-04-01,9999-01-01,Engineer
262632,Gilbert,Bruckman,1964-10-26,1985-08-26,9999-01-01,Assistant Engineer
262654,Shimshon,Dalphin,1964-08-10,1996-02-19,9999-01-01,Senior Staff
262664,Kayoko,Badr,1964-05-28,1989-04-02,9999-01-01,Senior Staff
262692,Gen,Hempstead,1964-02-10,1987-01-25,9999-01-01,Engineer
262693,Eberhardt,Kriebel,1964-01-18,1994-02-10,9999-01-01,Senior Staff
262698,Sanjiv,Szmurlo,1964-02-13,1989-04-25,9999-01-01,Engineer
262705,Lucien,Alpay,1964-06-08,1998-08-14,9999-01-01,Staff
262710,Yongdong,Feldmann,1964-07-23,1987-03-02,9999-01-01,Engineer
262728,Isaac,Gecsel,1964-04-30,1988-12-19,9999-01-01,Engineer
262731,Kendra,Hanabata,1964-05-07,1988-10-20,9999-01-01,Engineer
262795,Franziska,Eugenio,1964-10-08,2000-12-17,9999-01-01,Senior Engineer
262808,Kerryn,Noriega,1964-02-05,1996-02-13,9999-01-01,Engineer
262816,Shaz,Choobineh,1964-01-05,1988-02-03,9999-01-01,Senior Engineer
262823,Richard,Hofman,1964-09-10,1987-06-23,9999-01-01,Engineer
262827,Angel,Harbusch,1964-03-22,1989-08-30,9999-01-01,Engineer
262835,Nigel,Manders,1964-09-09,2001-06-13,9999-01-01,Senior Engineer
262840,Munehiko,Masaki,1964-04-25,1986-01-01,9999-01-01,Assistant Engineer
262849,Sergi,Nicolson,1964-08-24,1989-07-26,9999-01-01,Senior Staff
262853,Oksana,Collette,1964-09-17,1989-04-01,9999-01-01,Engineer
262897,Neven,Swiss,1964-09-22,1994-07-21,9999-01-01,Senior Staff
262908,Mayuko,Jonsson,1964-04-22,1996-12-16,9999-01-01,Staff
262916,Tsvetan,Ramamoorthy,1964-12-07,1993-12-31,9999-01-01,Senior Engineer
262973,Chrisa,Shrader,1964-11-30,1992-03-09,9999-01-01,Senior Staff
263017,Augustine,Radwan,1964-05-10,1989-04-25,9999-01-01,Senior Engineer
263046,Jingling,Wendorf,1964-03-29,1989-11-13,1990-06-15,Senior Staff
263055,Nahum,Serna,1964-06-13,1991-02-07,9999-01-01,Senior Staff
263075,Alenka,Koshino,1964-11-05,1992-02-05,9999-01-01,Senior Engineer
263083,Pasqua,Baba,1964-08-04,1985-07-11,1997-05-05,Senior Staff
263086,Xiaopeng,Kulisch,1964-03-16,1985-07-08,9999-01-01,Senior Engineer
263089,Adly,Snedden,1964-08-13,1993-10-12,9999-01-01,Senior Staff
263095,Joydip,Nicolson,1964-11-08,1989-03-04,9999-01-01,Engineer
263100,Pranay,Flanders,1964-05-15,1992-08-04,9999-01-01,Senior Staff
263114,Karoline,Takkinen,1964-11-04,1999-11-12,2000-05-24,Staff
263115,Takanari,Lunn,1964-02-02,1987-04-25,9999-01-01,Engineer
263120,Djelloul,Gomatam,1964-07-10,1998-10-13,9999-01-01,Engineer
263128,Yagil,Pappas,1964-06-29,1994-04-01,9999-01-01,Senior Staff
263138,Phuoc,Provine,1964-01-14,1990-02-26,1999-09-19,Senior Staff
263146,Jongsuk,Perly,1964-12-27,1990-06-14,1997-11-02,Engineer
263170,Goetz,Lundstrom,1964-03-10,1990-07-11,9999-01-01,Engineer
263172,Lobel,Jansch,1964-09-05,1992-08-02,1997-04-03,Engineer
263177,Yucel,Schlumberger,1964-04-27,1999-09-26,9999-01-01,Engineer
263184,Shahab,Avouris,1964-04-11,1995-09-25,9999-01-01,Staff
263192,Xianlong,Mayerwieser,1964-03-14,1994-04-18,9999-01-01,Senior Engineer
263222,Byong,Rosca,1964-01-19,1992-12-22,9999-01-01,Technique Leader
263226,Qiwen,McDermid,1964-03-28,1995-03-22,9999-01-01,Staff
263236,Randi,Braunmuhl,1964-04-03,1992-03-15,9999-01-01,Senior Staff
263238,Goetz,Birge,1964-10-25,1990-02-03,9999-01-01,Engineer
263246,Sanjit,Fujisawa,1964-03-23,1999-08-24,9999-01-01,Staff
263257,Marl,Lunn,1964-10-27,1995-05-30,9999-01-01,Engineer
263285,Idoia,Braccini,1964-07-12,1996-06-11,9999-01-01,Engineer
263294,Sanjoy,Litzkow,1964-08-10,1998-06-16,9999-01-01,Technique Leader
263300,Younwoo,Mandelberg,1964-07-04,1992-09-22,9999-01-01,Assistant Engineer
263301,Masasuke,Tetzlaff,1964-02-06,1989-08-19,9999-01-01,Assistant Engineer
263314,Soenke,Miculan,1964-08-23,1991-09-10,9999-01-01,Senior Staff
263340,Jiakeng,Kuzuoka,1964-07-19,1992-07-31,9999-01-01,Senior Staff
263343,Akhilish,Montemayor,1964-08-05,1996-07-18,9999-01-01,Senior Staff
263397,Kien,Serra,1964-12-08,1993-02-15,2000-04-06,Engineer
263406,Bernardo,Rotem,1964-02-24,1991-07-18,9999-01-01,Senior Engineer
263458,Mohammed,Plesums,1964-06-30,1990-09-11,1992-11-02,Engineer
263470,Owen,Imataki,1964-06-25,1987-10-12,9999-01-01,Assistant Engineer
263486,Gita,Pargaonkar,1964-03-04,1995-06-24,9999-01-01,Senior Staff
263499,JoAnne,Thorensen,1964-05-29,1988-06-01,9999-01-01,Senior Engineer
263511,Katsuyuki,Georgatos,1964-11-14,1990-03-27,9999-01-01,Senior Staff
263512,Odoardo,Ossenbruggen,1964-05-12,1987-05-20,2001-09-04,Senior Staff
263513,Leni,Dusink,1964-08-04,1990-11-08,9999-01-01,Senior Staff
263532,Billie,Malabarba,1964-12-17,1992-06-07,1998-11-15,Staff
263534,Yucel,Schreiter,1964-11-09,1988-07-27,1990-11-09,Senior Engineer
263535,Renny,Atrawala,1964-06-22,1996-03-18,9999-01-01,Senior Engineer
263536,Kiyotoshi,Chaudhury,1964-07-15,1986-02-12,9999-01-01,Senior Staff
263542,Arto,Papadias,1964-03-16,1995-03-18,9999-01-01,Engineer
263546,Vojin,Ushiama,1964-04-10,1987-03-01,9999-01-01,Assistant Engineer
263555,Ingemar,Birnbaum,1964-09-27,1986-02-21,9999-01-01,Assistant Engineer
263585,Gad,Potthoff,1964-10-09,1995-05-03,9999-01-01,Engineer
263593,Huai,Wissmann,1964-09-20,1998-03-13,9999-01-01,Senior Engineer
263601,Nechama,Verspoor,1964-09-05,1993-02-19,9999-01-01,Engineer
